Generated by data.opendatascotland.org,2014-02-20T14:00:24+00:00
http://data.opendatascotland.org/data/simd/income-rank,"Scottish Index of Multiple Deprivation, Income Rank"

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2012
http://statistics.data.gov.uk/id/statistical-geography/S01000165,Data Zone S01000165,1563,1457,1539,1605
http://statistics.data.gov.uk/id/statistical-geography/S01000166,Data Zone S01000166,4876,4869,5681,5950
http://statistics.data.gov.uk/id/statistical-geography/S01000167,Data Zone S01000167,3080,2354,3037,2359
http://statistics.data.gov.uk/id/statistical-geography/S01000168,Data Zone S01000168,1879,1901,2275,2024
http://statistics.data.gov.uk/id/statistical-geography/S01000169,Data Zone S01000169,2923,2958,3526,4229
http://statistics.data.gov.uk/id/statistical-geography/S01000170,Data Zone S01000170,4870,5165,5622,5812
http://statistics.data.gov.uk/id/statistical-geography/S01000171,Data Zone S01000171,5719,6345,5883,6343
http://statistics.data.gov.uk/id/statistical-geography/S01000172,Data Zone S01000172,4443,4046,3983,5612
http://statistics.data.gov.uk/id/statistical-geography/S01000173,Data Zone S01000173,2779,1849,2607,2577
http://statistics.data.gov.uk/id/statistical-geography/S01000174,Data Zone S01000174,6470,6479,6497,6497
http://statistics.data.gov.uk/id/statistical-geography/S01000175,Data Zone S01000175,3658,3408,3636,3826
http://statistics.data.gov.uk/id/statistical-geography/S01000176,Data Zone S01000176,4681,4434,5517,5505
http://statistics.data.gov.uk/id/statistical-geography/S01000177,Data Zone S01000177,4695,5295,5870,5741
http://statistics.data.gov.uk/id/statistical-geography/S01000178,Data Zone S01000178,2156,2440,2342,2594
http://statistics.data.gov.uk/id/statistical-geography/S01000179,Data Zone S01000179,898,492,455,579
http://statistics.data.gov.uk/id/statistical-geography/S01000180,Data Zone S01000180,2265,2153,2155,2001
http://statistics.data.gov.uk/id/statistical-geography/S01000181,Data Zone S01000181,1273,1297,1285,1416
http://statistics.data.gov.uk/id/statistical-geography/S01000182,Data Zone S01000182,1735,1941,1882,2657
http://statistics.data.gov.uk/id/statistical-geography/S01000183,Data Zone S01000183,1134,1205,1916,2445
http://statistics.data.gov.uk/id/statistical-geography/S01000184,Data Zone S01000184,4781,4648,5023,5234
http://statistics.data.gov.uk/id/statistical-geography/S01000185,Data Zone S01000185,1258,1353,1526,1531
http://statistics.data.gov.uk/id/statistical-geography/S01000186,Data Zone S01000186,3186,2497,3533,3485
http://statistics.data.gov.uk/id/statistical-geography/S01000187,Data Zone S01000187,1829,1552,2606,3148
http://statistics.data.gov.uk/id/statistical-geography/S01000188,Data Zone S01000188,3269,3150,3765,3435
http://statistics.data.gov.uk/id/statistical-geography/S01000189,Data Zone S01000189,648,621,352,637
http://statistics.data.gov.uk/id/statistical-geography/S01000190,Data Zone S01000190,2440,2079,2645,2336
http://statistics.data.gov.uk/id/statistical-geography/S01000191,Data Zone S01000191,4466,4445,4572,5130
http://statistics.data.gov.uk/id/statistical-geography/S01000192,Data Zone S01000192,1141,911,1216,1636
http://statistics.data.gov.uk/id/statistical-geography/S01000193,Data Zone S01000193,1994,1074,1476,1709
http://statistics.data.gov.uk/id/statistical-geography/S01000194,Data Zone S01000194,664,328,510,1013
http://statistics.data.gov.uk/id/statistical-geography/S01000195,Data Zone S01000195,1421,896,1010,1375
http://statistics.data.gov.uk/id/statistical-geography/S01000196,Data Zone S01000196,256,181,143,430
http://statistics.data.gov.uk/id/statistical-geography/S01000197,Data Zone S01000197,2696,2087,2148,2484
http://statistics.data.gov.uk/id/statistical-geography/S01000198,Data Zone S01000198,383,337,398,342
http://statistics.data.gov.uk/id/statistical-geography/S01000199,Data Zone S01000199,376,217,462,869
http://statistics.data.gov.uk/id/statistical-geography/S01000200,Data Zone S01000200,1827,2111,2529,2645
