Generated by data.opendatascotland.org,2014-02-20T14:00:09+00:00
http://data.opendatascotland.org/data/simd/health-rank,"Scottish Index of Multiple Deprivation, Health Rank"

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2012
http://statistics.data.gov.uk/id/statistical-geography/S01000119,Data Zone S01000119,1604,1739,1514,1342
http://statistics.data.gov.uk/id/statistical-geography/S01000120,Data Zone S01000120,3017,4610,4868,5338
http://statistics.data.gov.uk/id/statistical-geography/S01000121,Data Zone S01000121,2145,2142,2367,2482
http://statistics.data.gov.uk/id/statistical-geography/S01000122,Data Zone S01000122,2013,1294,1241,1086
http://statistics.data.gov.uk/id/statistical-geography/S01000123,Data Zone S01000123,5635,5817,5804,5288
http://statistics.data.gov.uk/id/statistical-geography/S01000124,Data Zone S01000124,2307,3078,3780,3749
http://statistics.data.gov.uk/id/statistical-geography/S01000125,Data Zone S01000125,1673,1403,2397,1718
http://statistics.data.gov.uk/id/statistical-geography/S01000126,Data Zone S01000126,450,432,458,521
http://statistics.data.gov.uk/id/statistical-geography/S01000127,Data Zone S01000127,5664,6126,6011,6088
http://statistics.data.gov.uk/id/statistical-geography/S01000128,Data Zone S01000128,2760,3346,4536,4581
http://statistics.data.gov.uk/id/statistical-geography/S01000129,Data Zone S01000129,4738,6001,6271,6231
http://statistics.data.gov.uk/id/statistical-geography/S01000130,Data Zone S01000130,1039,1820,2225,1876
http://statistics.data.gov.uk/id/statistical-geography/S01000131,Data Zone S01000131,5242,5064,5521,5132
http://statistics.data.gov.uk/id/statistical-geography/S01000132,Data Zone S01000132,3453,4741,5167,4249
http://statistics.data.gov.uk/id/statistical-geography/S01000133,Data Zone S01000133,2364,1901,2415,1760
http://statistics.data.gov.uk/id/statistical-geography/S01000134,Data Zone S01000134,1268,1228,1659,806
http://statistics.data.gov.uk/id/statistical-geography/S01000135,Data Zone S01000135,565,583,540,1282
http://statistics.data.gov.uk/id/statistical-geography/S01000136,Data Zone S01000136,1864,1346,1010,341
http://statistics.data.gov.uk/id/statistical-geography/S01000137,Data Zone S01000137,3393,2746,2765,2665
http://statistics.data.gov.uk/id/statistical-geography/S01000138,Data Zone S01000138,486,1780,3072,2637
http://statistics.data.gov.uk/id/statistical-geography/S01000139,Data Zone S01000139,1684,1615,2048,1861
http://statistics.data.gov.uk/id/statistical-geography/S01000140,Data Zone S01000140,1570,2705,2553,1299
http://statistics.data.gov.uk/id/statistical-geography/S01000141,Data Zone S01000141,3902,3666,3672,4234
http://statistics.data.gov.uk/id/statistical-geography/S01000142,Data Zone S01000142,821,1004,676,449
http://statistics.data.gov.uk/id/statistical-geography/S01000143,Data Zone S01000143,6150,6184,6315,6188
http://statistics.data.gov.uk/id/statistical-geography/S01000144,Data Zone S01000144,1898,2998,4094,4519
http://statistics.data.gov.uk/id/statistical-geography/S01000145,Data Zone S01000145,1022,1087,1045,412
http://statistics.data.gov.uk/id/statistical-geography/S01000146,Data Zone S01000146,533,448,488,348
http://statistics.data.gov.uk/id/statistical-geography/S01000147,Data Zone S01000147,852,1915,2099,1878
http://statistics.data.gov.uk/id/statistical-geography/S01000148,Data Zone S01000148,1427,442,239,338
http://statistics.data.gov.uk/id/statistical-geography/S01000149,Data Zone S01000149,1598,1995,2686,2130
http://statistics.data.gov.uk/id/statistical-geography/S01000150,Data Zone S01000150,2039,1466,2067,2087
http://statistics.data.gov.uk/id/statistical-geography/S01000151,Data Zone S01000151,1426,1734,1808,701
http://statistics.data.gov.uk/id/statistical-geography/S01000152,Data Zone S01000152,4947,2693,2961,3258
http://statistics.data.gov.uk/id/statistical-geography/S01000153,Data Zone S01000153,1460,1244,1766,1642
http://statistics.data.gov.uk/id/statistical-geography/S01000154,Data Zone S01000154,1710,2000,3192,3648
http://statistics.data.gov.uk/id/statistical-geography/S01000155,Data Zone S01000155,1016,1735,2262,1590
http://statistics.data.gov.uk/id/statistical-geography/S01000156,Data Zone S01000156,931,595,1117,1627
http://statistics.data.gov.uk/id/statistical-geography/S01000157,Data Zone S01000157,652,372,305,104
http://statistics.data.gov.uk/id/statistical-geography/S01000158,Data Zone S01000158,2365,1422,1644,512
http://statistics.data.gov.uk/id/statistical-geography/S01000159,Data Zone S01000159,5811,5401,4996,5110
http://statistics.data.gov.uk/id/statistical-geography/S01000160,Data Zone S01000160,2517,2261,1999,1920
http://statistics.data.gov.uk/id/statistical-geography/S01000161,Data Zone S01000161,5590,5393,5835,6327
http://statistics.data.gov.uk/id/statistical-geography/S01000162,Data Zone S01000162,3161,3164,2371,2724
http://statistics.data.gov.uk/id/statistical-geography/S01000163,Data Zone S01000163,1739,1330,907,700
http://statistics.data.gov.uk/id/statistical-geography/S01000164,Data Zone S01000164,1060,2452,2548,2425
http://statistics.data.gov.uk/id/statistical-geography/S01000165,Data Zone S01000165,890,1034,1070,657
http://statistics.data.gov.uk/id/statistical-geography/S01000166,Data Zone S01000166,3624,4293,4913,5164
http://statistics.data.gov.uk/id/statistical-geography/S01000167,Data Zone S01000167,2251,2099,2056,1962
http://statistics.data.gov.uk/id/statistical-geography/S01000168,Data Zone S01000168,2208,1599,964,517
http://statistics.data.gov.uk/id/statistical-geography/S01000169,Data Zone S01000169,2140,1987,2157,2768
http://statistics.data.gov.uk/id/statistical-geography/S01000170,Data Zone S01000170,4399,4419,4507,4311
http://statistics.data.gov.uk/id/statistical-geography/S01000171,Data Zone S01000171,6355,6062,5741,6173
http://statistics.data.gov.uk/id/statistical-geography/S01000172,Data Zone S01000172,3381,4505,4917,3731
http://statistics.data.gov.uk/id/statistical-geography/S01000173,Data Zone S01000173,1344,874,1349,1242
http://statistics.data.gov.uk/id/statistical-geography/S01000174,Data Zone S01000174,6441,6440,6343,6147
http://statistics.data.gov.uk/id/statistical-geography/S01000175,Data Zone S01000175,2972,2087,2189,3195
http://statistics.data.gov.uk/id/statistical-geography/S01000176,Data Zone S01000176,3494,3552,3723,4192
http://statistics.data.gov.uk/id/statistical-geography/S01000177,Data Zone S01000177,5211,5820,5647,4558
http://statistics.data.gov.uk/id/statistical-geography/S01000178,Data Zone S01000178,1375,1197,2069,2141
http://statistics.data.gov.uk/id/statistical-geography/S01000179,Data Zone S01000179,299,405,338,71
http://statistics.data.gov.uk/id/statistical-geography/S01000180,Data Zone S01000180,1444,857,1588,1451
http://statistics.data.gov.uk/id/statistical-geography/S01000181,Data Zone S01000181,1457,291,639,1135
http://statistics.data.gov.uk/id/statistical-geography/S01000182,Data Zone S01000182,1394,1314,1777,1021
http://statistics.data.gov.uk/id/statistical-geography/S01000183,Data Zone S01000183,822,808,1282,1556
http://statistics.data.gov.uk/id/statistical-geography/S01000184,Data Zone S01000184,3648,3832,4009,4114
http://statistics.data.gov.uk/id/statistical-geography/S01000185,Data Zone S01000185,484,605,465,287
http://statistics.data.gov.uk/id/statistical-geography/S01000186,Data Zone S01000186,2884,2664,2463,1829
http://statistics.data.gov.uk/id/statistical-geography/S01000187,Data Zone S01000187,2001,1409,1370,1413
http://statistics.data.gov.uk/id/statistical-geography/S01000188,Data Zone S01000188,1106,1380,1272,662
http://statistics.data.gov.uk/id/statistical-geography/S01000189,Data Zone S01000189,1513,500,979,1201
http://statistics.data.gov.uk/id/statistical-geography/S01000190,Data Zone S01000190,937,871,893,1278
http://statistics.data.gov.uk/id/statistical-geography/S01000191,Data Zone S01000191,4223,3882,3681,3247
http://statistics.data.gov.uk/id/statistical-geography/S01000192,Data Zone S01000192,927,900,888,622
http://statistics.data.gov.uk/id/statistical-geography/S01000193,Data Zone S01000193,1283,682,895,718
http://statistics.data.gov.uk/id/statistical-geography/S01000194,Data Zone S01000194,557,184,307,446
http://statistics.data.gov.uk/id/statistical-geography/S01000195,Data Zone S01000195,309,468,450,713
http://statistics.data.gov.uk/id/statistical-geography/S01000196,Data Zone S01000196,657,83,99,221
http://statistics.data.gov.uk/id/statistical-geography/S01000197,Data Zone S01000197,1579,1553,1478,1742
http://statistics.data.gov.uk/id/statistical-geography/S01000198,Data Zone S01000198,568,255,259,242
