Generated by data.opendatascotland.org,2014-02-20T14:00:02+00:00
http://data.opendatascotland.org/data/simd/geographic-access-rank,"Scottish Index of Multiple Deprivation, Geographic Access Rank"

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2012
http://statistics.data.gov.uk/id/statistical-geography/S01000223,Data Zone S01000223,3673,3487,4790,4892
http://statistics.data.gov.uk/id/statistical-geography/S01000224,Data Zone S01000224,4263,3877,4321,5137
http://statistics.data.gov.uk/id/statistical-geography/S01000225,Data Zone S01000225,3346,4271,4748,4960
http://statistics.data.gov.uk/id/statistical-geography/S01000226,Data Zone S01000226,5030,3209,4292,4030
http://statistics.data.gov.uk/id/statistical-geography/S01000227,Data Zone S01000227,1964,2499,2149,3075
http://statistics.data.gov.uk/id/statistical-geography/S01000228,Data Zone S01000228,5474,5526,5734,6063
http://statistics.data.gov.uk/id/statistical-geography/S01000229,Data Zone S01000229,4384,4691,5125,4976
http://statistics.data.gov.uk/id/statistical-geography/S01000230,Data Zone S01000230,1523,2513,2255,2321
http://statistics.data.gov.uk/id/statistical-geography/S01000231,Data Zone S01000231,4151,3551,3841,5175
http://statistics.data.gov.uk/id/statistical-geography/S01000232,Data Zone S01000232,3409,4816,5053,4430
http://statistics.data.gov.uk/id/statistical-geography/S01000233,Data Zone S01000233,2740,4224,4931,4580
http://statistics.data.gov.uk/id/statistical-geography/S01000234,Data Zone S01000234,2492,4171,4443,4880
http://statistics.data.gov.uk/id/statistical-geography/S01000235,Data Zone S01000235,3800,4577,5047,5473
http://statistics.data.gov.uk/id/statistical-geography/S01000236,Data Zone S01000236,4190,4865,4984,4842
http://statistics.data.gov.uk/id/statistical-geography/S01000237,Data Zone S01000237,3198,2884,2869,3240
http://statistics.data.gov.uk/id/statistical-geography/S01000238,Data Zone S01000238,3733,5014,4937,5674
http://statistics.data.gov.uk/id/statistical-geography/S01000239,Data Zone S01000239,2878,4786,4858,3930
http://statistics.data.gov.uk/id/statistical-geography/S01000240,Data Zone S01000240,5597,6375,6026,6321
http://statistics.data.gov.uk/id/statistical-geography/S01000241,Data Zone S01000241,2760,3256,3373,3278
http://statistics.data.gov.uk/id/statistical-geography/S01000242,Data Zone S01000242,2490,3150,3554,4329
http://statistics.data.gov.uk/id/statistical-geography/S01000243,Data Zone S01000243,3907,5484,5100,5634
http://statistics.data.gov.uk/id/statistical-geography/S01000244,Data Zone S01000244,4038,3025,3100,2521
http://statistics.data.gov.uk/id/statistical-geography/S01000245,Data Zone S01000245,1665,4451,3881,3395
http://statistics.data.gov.uk/id/statistical-geography/S01000246,Data Zone S01000246,3192,3045,3178,3503
http://statistics.data.gov.uk/id/statistical-geography/S01000247,Data Zone S01000247,1221,4104,3789,4107
